message_id,message_url,message,emojis,date,user_id
"1,24490097599708E+018",https://twitter.com/bleuelsass/status/1244900975997079552,"Hitt ìsch's d'r letschte Dàà! Kampfe geje Krabs mìt ere Terrine, dànk'm Verein Life PINK ùn d'Fédération des bouchers charcutiers traiteurs d'Alsace macht mit. Merci Jean Luc Hoffmann ! Bravo fer was ihr fer d'spitaler mache, fer esse lifere  https://t.co/kYbfkZ6wzI  https://t.co/meo175cX52",👏,2020-03-31 10:14:56,914286091
"1,23325484499728E+018",https://twitter.com/bleuelsass/status/1233254844997275654,"Güedemorje Henn ihr noch viel wind? Was henn ihr fer wetter? Viel schade wieder im Rhintààl waijenem Wind... Horiche un's fer alles erfahre, Norichte, Verkehr, Musik, alles ùff  https://t.co/nfCPNWWfSd !  https://t.co/EoCialwjrw",🥐☕🌬,2020-02-28 05:57:22,914286091
"1,22965790986224E+018",https://twitter.com/bleuelsass/status/1229657909862240257,"De Clément un Jonathan warte ùff eich fer de Kääsdi ùff  https://t.co/nfCPNWWfSd ! Ihr kinne de Kääsdi noch a moll horiche, gràd do: https://t.co/vP5FI2sxbT  https://t.co/ICoCwEco7L",➡️ ,2020-02-18 07:44:26,914286091
"1,22963888513271E+018",https://twitter.com/bleuelsass/status/1229638885132709888,"Güedemorje,  Was henn ihr fer wetter? T° +photo 7° in Strossburi, d'Schwäne sinn schon wach !  Horiche un's ùff  https://t.co/nfCPNWWfSd au in de Férie zitt.… https://t.co/3nrlinJKON",👍😁🍏☕,2020-02-18 06:28:50,914286091
"1,22676992339909E+018",https://twitter.com/bleuelsass/status/1226769923399090177,"Güedemorje Wie sieht's uss mit'm Sturm bien eich? Was henn ihr fer wetter? ( Photo oder vidéo) Henn ihr schade? Speziali sendung hitt morje, norichte, verkehr, Zigg oder tram wie nit fàhre, horiche un's ùff  https://t.co/nfCPNWWfSd, do erfohre ihr alles iwerem Sturm Ciara.  https://t.co/zeSYBVzG5f",🚨🚨,2020-02-10 08:28:36,914286091
"1,22238207774992E+018",https://twitter.com/bleuelsass/status/1222382077749923840,"Güedemorje ! Was henn ihr fer wetter?  5°in Strossburi, 11° in Marseille ! Hitt kinne ihr de match OM-RCS direct horiche ùff  https://t.co/nfCPNWWfSd ! Henn ihr a prognos fer de Match? Allez #RacingClubdeStrasbourg!!! https://t.co/XcJuM4ezSk",⚽️,2020-01-29 05:52:52,914286091
"1,2220178907209E+018",https://twitter.com/bleuelsass/status/1222017890720894977,"Güedemorje !  Was henn ihr fer wetter??? 7° in Strossburi. Musique, norichte, verkehr, alles was n'r bruche wenn ihr ùffstehn !  M'r ware vom Ensemble d'accordéons de Vendenheim redde am 9h45 , de Jonathan Wahl probt dere zitt… https://t.co/dsQ2teVD1f",😂🎶🎶🎶,2020-01-28 05:45:43,914286091
"1,22020231827003E+018",https://twitter.com/bleuelsass/status/1220202318270029829,"Güedemorje ! -2° in Strossburi, #Karlsruhe  -1°in #Munster, #Basel Wie viel gràd bie eich? Horiche France Bleu #Elsass un gewinne die woch a esse fer zwei im #RoyalePalaceKirrwiller.  D'Néi revue Tempo ware ihr au sehn kinne ! https://t.co/nfCPNWWfSd  https://t.co/A0JqsaKbgx",🌬❄➡️,2020-01-23 05:31:17,914286091
"1,21549250036392E+018",https://twitter.com/bleuelsass/status/1215492500363923458,"Güedemorje ! 9° in Strossburi un nass..., Was henn ihr fer wetter ? Horiche un's fer hitt unseri verlossung gewinne, a esse fer zwei in de #Kammerzell von Strossburi !  https://t.co/nfCPNWWfSd  https://t.co/JhDpafUMpV",☂️,2020-01-10 05:36:09,914286091
"1,21225105759164E+018",https://twitter.com/bleuelsass/status/1212251057591635968,"Alles Béschte fer 2020 Was henn ihr fer wetter ? Achtung, es hett gefrore, 's gibt dicker Newel !!! Fànge dess Johr guht an mit un's, horiche  https://t.co/nfCPNWWfSd",🎉🥨🥂,2020-01-01 06:55:49,914286091
"1,21150353189682E+018",https://twitter.com/bleuelsass/status/1211503531896819712,Salut binander. Brrr.… -2° hitt morje in Hénne. Was henn ihr fer wetter? Jetzt kind d'r Schnee komme oder? D'r Winterdinscht mache mir mitnander ùff  https://t.co/nfCPNWWfSd !  https://t.co/3oiVa1WweA,🥶,2019-12-30 05:25:25,914286091
"1,21041946572224E+018",https://twitter.com/bleuelsass/status/1210419465722236928,"Güedemorje bisamme Hitt ich's wetter zum Fische gehn… 7° mit Raije in Strossbouri,  Basel, 8°in Milhusse. Horiche un's ùff  https://t.co/nfCPNWWfSd,  hitt ich unseri verlossung fer 80 Euros Guhtschinn gewinnne !  https://t.co/hKhaMC8E8X",🌧🐸🎣 ,2019-12-27 05:37:43,914286091
"1,20933673003953E+018",https://twitter.com/bleuelsass/status/1209336730039525376,"Güedemorje  Bie un's gibts Schnee ! Was henn ihr fer wetter ?  Wenn ihr luscht noch skifahre henn, horiche un's ùff eiheri app France Bleu oder ùff  https://t.co/nfCPNWWfSd, m'r schenke eich eiheri Skipass !️ Scheeni Wiehnachte #ski #champdufeu #skimarkstein #ventron  https://t.co/Fd17AADrKw",🎿⛷️ ,2019-12-24 05:55:19,914286091
"1,2089986990216E+018",https://twitter.com/bleuelsass/status/1208998699021602821,"Güedemorje !  Es raijt a bissel hitt morje fer d'r erscht Wiehnachtsfériedàà!  Was henn ihr fer wetter ?  Wenn ihr luscht noch skifahre henn, horiche un's ùff eiheri app France Bleu oder ùff  https://t.co/nfCPNWWfSd, m'r schenke eich eiheri Skipass ! https://t.co/oXaG0oT18E",🎿⛷️🏂 ,2019-12-23 07:32:06,914286091
"1,20498075570693E+018",https://twitter.com/bleuelsass/status/1204980755706925058,Güedemorje ! Es raijt momentan in Reischtett mit 4°. Un bie eich? Horiche France Bleu Elsass fer a iwernachtung gewinne im Hôtel Traube Tonbach von Baiersbronn gewinne mit morje un owe esse !  https://t.co/nfCPNWWfSd  https://t.co/LX2lW3p4o5,☂️🌧🐸 ,2019-12-12 05:26:14,914286091
"1,20462104343391E+018",https://twitter.com/bleuelsass/status/1204621043433910274,"Brrr.... Güedemorje !  -1° die Nacht, 3° momentan in Strossbouri. Wie viel gràd in eiheri gemein ?  https://t.co/nfCPNWWfSd !  Die woch kinne ihr a iwernachtung fer zwei personne mit morje un owe esse gewinne im 5 #HotelTraubeTonbach von #Baiersbronn.  https://t.co/qpoqolTOUv",⭐ ,2019-12-11 05:36:52,914286091
"1,1999116491945E+018",https://twitter.com/bleuelsass/status/1199911649194500096,"Güedemorje, 10° in Strossburi  Was henn ihr fer wetter? Horiche France Bleu Elsass un gewinne die wour a Guhtschinn von 40 euros bie Bredele  Boutique in Awenem. Leuije un's zu ùff  https://t.co/nfCPNWWfSd !  https://t.co/yQh0LOl367",🐸🌧🐸🌧🐸🌦💶🎁 ,2019-11-28 05:43:25,914286091
"1,19954796402649E+018",https://twitter.com/bleuelsass/status/1199547964026490880,Güedemorje  Froschewetter hitt morje in Strossburi Un bie eich? Wie viel gràd ? Bliewe im trockene mit eiheri Rhintààl radiosender ùff  https://t.co/nfCPNWWfSd https://t.co/UFfsOD83Ic,🐸🌦☂️📲!,2019-11-27 05:38:15,914286091
"1,19737443456014E+018",https://twitter.com/bleuelsass/status/1197374434560139264,"Güedemorje bisamme !  Guet gschloffe? Wie viel gràd henn ihr in eiheri gemein? Norichte, Verkehr, Stimmung, alles was n'r brùche ich ùff  https://t.co/nfCPNWWfSd https://t.co/sZYkMjNz2K",☕🥐📲,2019-11-21 05:41:25,914286091
"1,19708078865269E+018",https://twitter.com/bleuelsass/status/1197080788652691456,"D'Isskenigin 2 geht hitt rüss ! Dess hett d'r Clément Dorffer ùn d'r Jonathan Wahl inschpiriert ebbs ze sìnge fer d'r Gsàngwettbewerb d'Stimme !  D'r Gsàngwettbewerb ùff Elsässisch ùn Plàtt D'Stimme 2020 hett àgfànge, màche mìt ! Fer eich izeschrìwe  https://t.co/b6YZXoOobA  https://t.co/JCU95xPKTZ",👉👉👉 ,2019-11-20 10:14:35,914286091
"1,19411332363943E+018",https://twitter.com/bleuelsass/status/1194113323639431168,"Güedemorje Was henn ihr fer wetter bie eich ? 7° un Frisch in Strossbouri. Es hat geraijt die nàcht im Rhintààl, henn ihr unter d'Dusche gsunge géscht owe? Nit schlimm, ihr kinne mitmàche am Gsàngwettbewerb #Stimme, hitt geht's los. Alli Infos ùff  https://t.co/nfCPNWWfSd !  https://t.co/ccZbApRBvi",🎶☕,2019-11-12 05:42:56,914286091
"1,18904141144389E+018",https://twitter.com/bleuelsass/status/1189041411443888128,Güedemorje ! Es raijt mit 7° in Strossbouri am Wacke. Was henn ihr fer wetter ? M'r babble driwer jede morje an de 6h30 ùff  https://t.co/nfCPNWWfSd  Komme !  https://t.co/Xn7XrDFBD0,☔,2019-10-29 05:48:58,914286091
"1,18467879121129E+018",https://twitter.com/bleuelsass/status/1184678791211294727,"Güedemorje Es raijt a bissel hitt morje noch...Un bie eich, was henn ihr fer wetter ?  Guedi Stimmung ass de raije verschwind henn mir ùff em erscht Rhintààl radio sender, komme un horiche un's ùff  https://t.co/nfCPNWWfSd !  https://t.co/eOC2nmwlWH",🤸☔📲🎵🎶🎙️🎤🎺 ,2019-10-17 05:53:28,914286091
"1,17960195626176E+018",https://twitter.com/bleuelsass/status/1179601956261761024,"Güedemorje ! 7° in Strossbouri, 6°in Kehl. Was henn ihr fer wetter? Hitt ich a Firdàà im Ditschland, Tag der Deutsche Einheit. Viel LKW ùff de Autobàhn entlang bliewe vorsichti ùff de Strosse un horiche un's ùff  https://t.co/nfCPNWWfSd oder mit de Apps France Bleu",🇩🇪🚚📲.,2019-10-03 05:39:56,914286091
"1,17932670559449E+018",https://twitter.com/bleuelsass/status/1179326705594490882,France Bleu Elsass ich Potter Addict D'r Jonathan Wahl hett d'Schüel i Poudlard àgfànge ! Mehr erfàhre n'ìhr do https://t.co/2kbILvf4vM  https://t.co/i0wxdkJb9X,👇👇👇,2019-10-02 11:26:12,914286091
"1,17742812141243E+018",https://twitter.com/bleuelsass/status/1177428121412427778,"Güedemorje Speziali sendung hitt fer de Jacques Chirac ze Ehre, verzehle un's eiheri erinnerunge am 03-88-25-12-12. Henn ihr ne schon a moll getroffe? Was werde ihr von ihm halte? https://t.co/nfCPNWWfSd",🍏🇨🇵🇮🇩,2019-09-27 05:41:54,914286091
"1,177064570655E+018",https://twitter.com/bleuelsass/status/1177064570654998528,"Güedemorje bisamme , Hopla, komme alli mit em Rhintàl Bus ! Was henn ihr fer wetter ? 14° in Hawenau, 15° in Thann, 14° in Rastatt un 14°bie Allschwill. Horiche  https://t.co/nfCPNWWfSd !  https://t.co/6dS3S8j9kE",🌦 🚍 ☔,2019-09-26 05:37:17,914286091
"1,17453024299368E+018",https://twitter.com/bleuelsass/status/1174530242993676288,"Güedemorje !  Hop ùff d'r Arweit A bissel Frisch hitt...10° in Strossbouri,  7° in Basel un 8° in Freiburg. Wie viel gràd bie eich?  https://t.co/nfCPNWWfSd  https://t.co/3BAMPgvS4a",🚶🚴🌇🌡️ ,2019-09-19 05:46:46,914286091
"1,17416912783924E+018",https://twitter.com/bleuelsass/status/1174169127839240192,"Güedemorje Was henn ihr fer wetter? A bissel wind… Hitt spezialer dàà fer d'Verkehrssicherheit, alli sinn verantwortlich ! Màche ihr au mit ùff  https://t.co/nfCPNWWfSd !",🚨🚨🌬🌞🛣🚧🚦🚶‍♂️🚶‍♀️🏃‍♂️🚴‍♂️🐕,2019-09-18 05:51:49,914286091
"1,17235785718396E+018",https://twitter.com/bleuelsass/status/1172357857183961089,"Friddi de 13.... Güedemorje ! Was Vollmond ich au??? Oh yé, 14° in Strossbouri. Glick oder nit mit em wetter hitt? Viel glick fer scheeni gschenker gewinne wenn ihr un's zu leuije ùff  https://t.co/nfCPNWWfSd  Intritt fer ùff d'Ustellung, Cd, usw....",🍀🌕🙈🎰🎁🎙,2019-09-13 05:54:29,914286091
"1,15133254737852E+018",https://twitter.com/bleuelsass/status/1151332547378515969,"Güedemorje !  Was henn ihr fer wetter?  Es ich wetter zum spaziere gehn ! So wie de Luke mit em Marc in Windschläg bi Offeburi.. Er gibt un's live s'wetter die ganz wour ùff  https://t.co/nfCPNWWfSd, wenn ihr au màche welle, schriewe un's !  https://t.co/jqCPBj1I2Y",🌞🌡😘🐶,2019-07-17 05:27:24,914286091
"1,14915877160166E+018",https://twitter.com/bleuelsass/status/1149158771601661952,Güedemorje. Es drépfelt a bissel im Nord-Rhintàl. Dicke wollige. 17°in Strossbouri Was henn ihr fer wetter ? Horiche un's ùff  https://t.co/nfCPNWWfSd  https://t.co/5xJhSfuOwH,🌧☁️☁️☁️,2019-07-11 05:29:36,914286091
"1,14662528093463E+018",https://twitter.com/bleuelsass/status/1146625280934633472,"Güedemorje! Sunne, frischi luft un Nature...Was henn ihr fer wetter? Schicke un's eiheri photo Horiche France Bleu Elsass fer a iweraschung pack gewinne die wour mit Biecher, CDs, usw...+40€. https://t.co/nfCPNWWfSd",🌞📸🎉💸🎁📲,2019-07-04 05:42:24,914286091
6372522262761518,https://facebook.com/francebleu.elsass.7/posts/6372522262761518,"Güedemorje ! Hitt isch Nationaler firdàa !
15° in Strossburi, a Sohnesstrahle ùff d'schpitz vom Minschter, un a lichter wind fer ass m'r de Fàhne sieht.
Was henn ihr fer wetter ?
Komme un horiche un's ùff www.francebleuelsass.fr",🇨🇵,2021-07-14 06:09:03,538948559452280
6364508593562885,https://facebook.com/francebleu.elsass.7/posts/6364508593562885,"Jede dàà sport bie un's un bie eich am 9h30 mit d'r Janine Erhold ùff www.francebleuelsass.fr !
Hitt wieder mit Wasserflàsche, uwung 2 !
Awer mit Orangesaft flàsche geht's au

FRANCEBLEU.FR
Exercice bouteilles 2 / Sport mit flàsche 2",🤣,2021-07-12 15:05:48,538948559452280
6353825767964501,https://facebook.com/francebleu.elsass.7/posts/6353825767964501,"Denne Summer gibt's sport bie un's
Jede morje am 9h30 mit d'r Janine Erhold màche mir alli mitnander sport ùff France Bleu Elsass.
Màche it !
Do kinne ihr alli chronique wieder leuije un theim braviere
FRANCEBLEU.FR
La minute sport sur France Bleu Elsass",😁💪👇😜,2021-07-10 10:00:02,538948559452280
6338392946174450,https://facebook.com/francebleu.elsass.7/posts/6338392946174450,"Güedemorje !
Oh jé, oh jé...was ich dess fer wetter fer d'r ercht Summerferiedàà im Elsass ?
14 ° un alles greuij in Strossburi…
Was henn ihr fer wetter ?
Horiche un's ùff www.francebleuelsass.fr",🐷,2021-07-07 05:41:49,538948559452280
6333571336656611,https://facebook.com/francebleu.elsass.7/posts/6333571336656611,"Güedemorje !
Letchder Schüeldàa hitt im Elsass fer d'Kinder…
16° in Strossbouri un Scheen wetter bis jetzt...
Un bie eich ?
Horiche d'r Summerprogramm ùff www.francebleuelsass.fr",😁,2021-07-06 05:45:38,538948559452280
6296093413737737,https://facebook.com/francebleu.elsass.7/posts/6296093413737737,"Ùff em Summer program gibt's Sport bie un's, jede morje am 9h30 mit d'r Janine Erhold.
De Jonathan Wahl màcht mit, awer ihr au bie eich !
A minute Sport dene Summer, jede dàà ùff www.francebleuelsass.fr",🙈😅💪🏋‍♂️🏋‍♀️,2021-06-28 08:33:09,538948559452280
6372785559401855,https://facebook.com/6372785559401855,"Güede morye bisamme a beselle fresch en Ingwiller mett 13 grad un a gröier hemmel , dee wend blost ganz licht un gescht hest 42 ml geräyt un mett dem wensche ech eich alle trotzdem a schener on angenehmer 14 Juillet",🇫🇷 🇫🇷 🇫🇷,None,100022313800503
6372625332751211,https://facebook.com/6372625332751211," Bouchourele, 13° in Lingelse, brrrrr...... bessele frisch fer a 14 juillet. Ken reje un a glaner sunestrahl bis jetz eschs brima Schener firda an alli",🐸☀️ 😄 😉😘,None,100017610546147
6372907809389630,https://facebook.com/6372907809389630,Guede morje bisamme 12°grad en Saverne frisch fer 14 juillet schenner daa in alle,🙋🌨🇧🇶🙋,None,100004121377242
6367989903214754,https://facebook.com/6367989903214754,"Guede morje. Ja, des esch e scheener sommer anfang......saï e wadder un kenni zum metze. Hop abwarde ......sie kommt baal. Scheener daa",🌞,None,1260193407
6367660636581014,https://facebook.com/6367660636581014,"Hello, schener daa an alle es raijt in Erstein seit geuecht owe.... 18 ° um",🕕. 😉 ☔,None,100002690295614
6367945873219157,https://facebook.com/6367945873219157,"Guede morje en ālle, en Haegen hammer noumè 13 grad Raïye raïye un nor a mol raïye à reschdigs spoudyouhrwader , un wénd hāmmer euï. Trozdem schnaguewader, wensch esch en ālle à angenammer daa.",😡 🌷.,None,100010411680722
6367606946586383,https://facebook.com/6367606946586383,Guete Morge. 18° in Sturzelbronn.Fi cht ficht ficht,☔☔🌧🌧😥😥☹☹,None,100016679059424
6368068916540186,https://facebook.com/6368068916540186,"Guede morje en alle 13° grad Raye , Raye , saie wadder schener daa trotzdem in alle..",🙋🙋😡☂️,None,100004121377242
6367835549896856,https://facebook.com/6367835549896856,"Jaja en niederbronn au raije raije, awer mer han scheeni parablie , schmitzele",🌈😍🙋,None,1597786221
